iter	Logloss
461	0.2008604225
462	0.200723029
463	0.2005787557
464	0.2004974537
465	0.2002011662
466	0.2000768464
467	0.1998954697
468	0.199698995
469	0.1996202071
470	0.1994638202
471	0.1993166521
472	0.1991933222
473	0.1990850289
474	0.1989185303
475	0.198728512
476	0.1986511272
477	0.1984438324
478	0.1983630581
479	0.1981912402
480	0.1980561897
481	0.1979094144
482	0.197771554
483	0.197623701
484	0.1974719235
485	0.1973452785
486	0.1972266478
487	0.1971349107
488	0.1970076405
489	0.1968220666
490	0.1967147407
491	0.1965850692
492	0.1964327299
493	0.1961961176
494	0.1961063612
495	0.1959899912
496	0.1958381457
497	0.1957303845
498	0.1956280222
499	0.1954732347
500	0.1953683759
501	0.1952763754
502	0.1951437704
503	0.1950645508
504	0.1949177877
505	0.1947841932
506	0.1946466782
507	0.1945347224
508	0.1943748189
509	0.1943039019
510	0.1941615087
511	0.1939502799
512	0.1937886628
513	0.1936497488
514	0.1935858674
515	0.1934586815
516	0.1933709557
517	0.1933002345
518	0.1932260687
519	0.1930735375
520	0.1929725275
521	0.1928836691
522	0.192726357
523	0.1925821973
524	0.1925142744
525	0.1923626275
526	0.1921364084
527	0.1920040765
528	0.1919259295
529	0.1918141878
530	0.1916970864
531	0.1915747777
532	0.1914103201
533	0.1913072682
534	0.1911811466
535	0.1911138363
536	0.1907772618
537	0.190689608
538	0.1905028166
539	0.1904032409
540	0.1902356241
541	0.1899086713
542	0.1897750058
543	0.18957828
544	0.1894049903
545	0.1893089414
546	0.1891313397
547	0.1889990426
548	0.1888927639
549	0.1888157047
550	0.1887100003
551	0.1885855711
552	0.1884511077
553	0.1883092401
554	0.1882172386
555	0.1881459917
556	0.1880343984
557	0.1878947785
558	0.1877788572
559	0.1876568282
560	0.1874527689
561	0.187314713
562	0.1870285622
563	0.186888787
564	0.1868132234
565	0.1867097174
566	0.1865142232
567	0.1863086099
568	0.1862279946
569	0.1860667271
570	0.1859932334
571	0.1858757106
572	0.185722506
573	0.1856676646
574	0.1856171152
575	0.1853960901
576	0.1852255947
577	0.1851694503
578	0.1850635452
579	0.1849286351
580	0.1847708788
581	0.1846401938
582	0.1845127202
583	0.1843597713
584	0.1842419406
585	0.1840875866
586	0.1840088925
587	0.1839184321
588	0.1837931598
589	0.1836941375
590	0.1835562218
591	0.1832945877
592	0.1832398581
593	0.1831502159
594	0.1830565267
595	0.1829211858
596	0.1828239443
597	0.1826855937
598	0.1825655824
599	0.1824369519
600	0.1822448451
601	0.1822029259
602	0.1820566353
603	0.1819179554
604	0.1817551791
605	0.1816799662
606	0.1815571268
607	0.181443645
608	0.1813915572
609	0.1813135359
610	0.1811939764
611	0.1811520024
612	0.181057386
613	0.1809431284
614	0.1808357552
615	0.180735457
616	0.1806148917
617	0.1804501452
618	0.180393569
619	0.180326206
620	0.1802348328
621	0.1801433452
622	0.1800487891
623	0.1799608769
624	0.1798188804
625	0.1795721685
626	0.1795103401
627	0.1794620949
628	0.179414206
629	0.1793092412
630	0.1792329573
631	0.1791266765
632	0.1790133667
633	0.1789513884
634	0.178835151
635	0.1786209492
636	0.1784725898
637	0.1782415357
638	0.178182075
639	0.1780649985
640	0.1778163721
641	0.177685889
642	0.1775767372
643	0.1775170258
644	0.1774537054
645	0.1773620873
646	0.1773025097
647	0.1771668136
648	0.1771267786
649	0.1769861267
650	0.1768840976
651	0.1767745071
652	0.1767191822
653	0.1766496358
654	0.1765026727
655	0.1763920673
656	0.1762781987
657	0.1761778521
658	0.1760778723
659	0.1760098362
660	0.1758679531
661	0.1758382975
662	0.1757191358
663	0.1756690433
664	0.1755556906
665	0.1754234455
666	0.1753104946
667	0.1751800708
668	0.175023839
669	0.1749746534
670	0.1748977609
671	0.1747702306
672	0.1747190543
673	0.1746513412
674	0.1745356272
675	0.1744184615
676	0.1743425573
677	0.1742393969
678	0.1740849887
679	0.1739750126
680	0.1739120318
681	0.1738030718
682	0.1737151134
683	0.1735960886
684	0.1734850635
685	0.1733217293
686	0.1732545319
687	0.1731701927
688	0.1729645369
689	0.1728786564
690	0.1727464864
691	0.172668781
692	0.1725944388
693	0.1724136981
694	0.1723379038
695	0.1722770888
696	0.1721890686
697	0.1720762446
698	0.1719669484
699	0.1718242554
700	0.1717298529
701	0.1716291585
702	0.1715629436
703	0.1714812248
704	0.171382553
705	0.1712928081
706	0.1711913396
707	0.1711116839
708	0.1709740013
709	0.1708067666
710	0.1707122112
711	0.1706195932
712	0.1705574861
713	0.1704677257
714	0.1703898283
715	0.170328949
716	0.1702320044
717	0.1701485198
718	0.1700509094
719	0.169951724
720	0.1698299718
721	0.169761039
722	0.1697136172
723	0.1696178278
724	0.1695743364
725	0.1695224046
726	0.1694110685
727	0.1692847482
728	0.1692423278
729	0.1691576451
730	0.1690703465
731	0.1689381217
732	0.1688090567
733	0.168712821
734	0.1686576275
735	0.1685290667
736	0.1684238709
737	0.1683269885
738	0.1682750314
739	0.1682107112
740	0.1680784183
741	0.1679807644
742	0.1678870379
743	0.167815356
744	0.1676999154
745	0.1676197151
746	0.1675178319
747	0.1674863452
748	0.1673999612
749	0.1673425792
750	0.1672439492
751	0.1671538383
752	0.1670958043
753	0.1669952955
754	0.1668744622
755	0.1667610363
756	0.1667011856
757	0.1666039333
758	0.1665161099
759	0.1664112061
760	0.1663195044
761	0.1662185182
762	0.1661718096
763	0.1660582105
764	0.1659793948
765	0.1659239578
766	0.1658808078
767	0.1658002057
768	0.1657602887
769	0.1656463742
770	0.1656012994
771	0.1655510581
772	0.1654334768
773	0.1653225368
774	0.1652726727
775	0.1652155084
776	0.1651523895
777	0.1650577513
778	0.1649696673
779	0.1648724544
780	0.1647788951
781	0.1646549023
782	0.1645004438
783	0.1643887955
784	0.1643057766
785	0.164231264
786	0.1641593865
787	0.1640463138
788	0.1640167013
789	0.1638772395
790	0.1637857401
791	0.1637166915
792	0.1636675699
793	0.1635734301
794	0.1634828598
795	0.1634394289
796	0.1633485267
797	0.163296364
798	0.1632368414
799	0.1631259055
800	0.1629967363
801	0.1629408526
802	0.1628486629
803	0.1627721711
804	0.1626675327
805	0.1626107298
806	0.1625164743
807	0.1624106675
808	0.1623494405
809	0.1622875775
810	0.16221923
811	0.1621077218
812	0.1620354829
813	0.1619689274
814	0.1618655648
815	0.1617964452
816	0.1617106511
817	0.1616013692
818	0.1614877301
819	0.1614232911
820	0.1613338005
821	0.1612454524
822	0.1611495266
823	0.1610545088
824	0.1609816989
825	0.1608889215
826	0.1607934775
827	0.1607435916
828	0.160679502
829	0.1606023828
830	0.1605386322
831	0.1604545657
832	0.1603872144
833	0.1602825182
834	0.1602322383
835	0.1601356286
836	0.1600419916
837	0.1599727835
838	0.1599225396
839	0.1598435219
840	0.1597467641
841	0.1596563816
842	0.1595566981
843	0.1594591061
844	0.1593388938
845	0.1592677753
846	0.1592246745
847	0.1591648206
848	0.1590777744
849	0.1590042282
850	0.1589125813
851	0.1588127099
852	0.1587255734
853	0.1586496912
854	0.1585904225
855	0.1584826223
856	0.158392488
857	0.1583007086
858	0.1581659645
859	0.1580933583
860	0.1580031356
861	0.1579313223
862	0.157845195
863	0.1577826393
864	0.1577033871
865	0.1575986344
866	0.15753424
867	0.1574685638
868	0.1573604279
869	0.1572640727
870	0.1571353041
871	0.1570848309
872	0.1570358026
873	0.1569380334
874	0.1568338783
875	0.1567517527
876	0.1566757102
877	0.1566082383
878	0.1565337194
879	0.1562924189
880	0.1562428902
881	0.1561757734
882	0.1561128258
883	0.1560126793
884	0.1559441882
885	0.1558397864
886	0.1557951139
887	0.1557139263
888	0.1556046409
889	0.1555283578
890	0.1554816636
891	0.1553999283
892	0.1553203748
893	0.1552551949
894	0.1551765345
895	0.1550582065
896	0.1549865337
897	0.1548756813
898	0.1547402485
899	0.1546569331
900	0.1545564117
901	0.1544693079
902	0.1543557903
903	0.1543240575
904	0.1542365201
905	0.1541799561
906	0.154112435
907	0.1540333761
908	0.1539500175
909	0.1538289465
910	0.1537426287
911	0.1536678063
912	0.1536209569
913	0.1535396704
914	0.1534799239
915	0.1534365305
916	0.1533804107
917	0.1532931611
918	0.1532300015
919	0.1530703318
920	0.153020655
921	0.1529463603
922	0.1528431226
923	0.1527607233
924	0.1526822039
925	0.152586047
926	0.1525319283
927	0.1524761671
928	0.1523821215
929	0.1523088549
930	0.1522498756
931	0.1522127326
932	0.1521721542
933	0.1520714578
934	0.1519721449
935	0.151890267
936	0.15180816
937	0.1517317216
938	0.1516282319
939	0.1515784653
940	0.1515009497
941	0.1514080862
942	0.1513369134
943	0.1512955848
944	0.1512568379
945	0.1511973813
946	0.1511064732
947	0.150977891
948	0.1509218595
949	0.1507866165
950	0.1507093546
951	0.1506185274
952	0.1505137367
953	0.1504449506
954	0.1504048628
955	0.1503378653
956	0.1502701599
957	0.1501740985
958	0.1500931207
959	0.1500235417
960	0.1499817449
961	0.1499297048
962	0.1499061717
963	0.1497956225
964	0.1497207937
965	0.1496125296
966	0.149581281
967	0.1494871803
968	0.1493622044
969	0.1493282667
970	0.1492896038
971	0.1492665112
972	0.1492104389
973	0.1491433118
974	0.1490820453
975	0.1489922521
976	0.1489156312
977	0.1488500543
978	0.1487694145
979	0.1487320738
980	0.1486653489
981	0.1486021797
982	0.1485313242
983	0.1484583553
984	0.1483660914
985	0.1482868442
986	0.148245282
987	0.1481804993
988	0.1481558543
989	0.1481041125
990	0.1480222091
991	0.1479277442
992	0.1478519124
993	0.1477624206
994	0.1476944615
995	0.1476319704
996	0.1475475615
997	0.1474866898
998	0.1473715708
999	0.1472849974
